"TABLE_SCHEMA","TABLE_NAME","TABLE_ROWS","data_length/1024/1024/1024","index_length/1024/1024/1024","data_free/1024/1024/1024","COLUMN_NAME","COLUMN_COMMENT","ORDINAL_POSITION","IS_NULLABLE","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","COLUMN_TYPE"
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,poster,会议预告海报,11,YES,text,65535,text
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,cover,会议封面,12,YES,text,65535,text
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,cover_end,会议结束封面,13,YES,text,65535,text
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,share_img,分享图片,14,YES,text,65535,text
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,homepage,主页,15,YES,text,65535,text
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,resource,会议资料,16,YES,text,65535,text
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,message_area,留言区,17,YES,text,65535,text
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,cloud_booth,云展台,18,YES,text,65535,text
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,advertising_space,广告位,19,YES,text,65535,text
conference,cfes_conference_config,3404,0.001480102539,0.000228881836,0.003906250000,floating_window,浮窗,20,YES,text,65535,text
conference,cfes_conference,3203,0.001480102539,0.000457763672,0.003906250000,description,描述,9,YES,text,65535,text
conference,cfes_conference,3203,0.001480102539,0.000457763672,0.003906250000,main_speakers,主讲人,10,YES,text,65535,text
org_data,orgs_education_center_info,3074,0.003433227539,0.000137329102,0.007812500000,info,中心描述,9,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,operation_alias,手术别名,7,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,disease_names,适应诊断(疾病名),8,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,user_group,适用人群,9,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,symptom,适应症,10,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,contraindication,禁忌症,11,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,preoperative_medication,术前用药,12,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,preoperative_preparation,术前准备,13,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,anesthesia_methods,麻醉方法,14,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,operation_instruments,手术器械,15,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,operation_material,手术耗材,16,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,special_equipment,特需设备,17,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,operation_steps,操作步骤,18,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,intraoperative_attention_matter,术中注意事项,19,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,postoperative_medication,术后用药,20,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,postoperative_attention_matter,术后注意事项,21,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,follow_up_attention_matter,随访注意事项,22,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,adverse_reaction_prevention,不良反应预防,23,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,medical_plan_point,医学方案要点,24,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,remark,备注,28,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,disease_typing,疾病分型,44,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,reference_material,参考资料,45,YES,text,65535,text
disease_data,operation_factor,2672,0.029846191406,0.000000000000,0.004882812500,preoperative_routine_examination,术前常规检查,47,YES,text,65535,text
live_video,lvs_video,2159,0.006362915039,0.000564575195,0.005859375000,description,视频描述,4,NO,text,65535,text
live_video,lvs_video,2159,0.006362915039,0.000564575195,0.005859375000,tags,视频标签,27,YES,text,65535,text
case_data,cass_case_western_medicine_treatment_method,1966,0.000411987305,0.000122070313,0.000000000000,tcm_info,中药药材信息,13,YES,mediumtext,16777215,mediumtext
digitalize_exam,diexc_phy_exam_report_instance,1780,0.000473022461,0.000320434570,0.003906250000,attachments,体检报告相关附件,6,YES,text,65535,text
disease_data,dids_disease_chinese_medical_symptom,1620,0.000152587891,0.000061035156,0.000000000000,symptom_description,症状描述(病机),4,YES,text,65535,text
basic_data,bass_medical_examination,1249,0.001480102539,0.000045776367,0.002929687500,description,介绍,6,YES,mediumtext,16777215,mediumtext
basic_data,bass_medical_examination,1249,0.001480102539,0.000045776367,0.002929687500,clinical_significance,临床意义,8,YES,mediumtext,16777215,mediumtext
basic_data,bass_medical_examination,1249,0.001480102539,0.000045776367,0.002929687500,caution,注意事项,9,YES,mediumtext,16777215,mediumtext
basic_data,bass_medical_examination,1249,0.001480102539,0.000045776367,0.002929687500,related_diseases,相关疾病,10,YES,varchar,2048,varchar(2048)
cuss,user_feedback,1249,0.001480102539,0.000061035156,0.003906250000,content,反馈内容,3,YES,text,65535,text
cuss,user_feedback,1249,0.001480102539,0.000061035156,0.003906250000,reply,回复内容（json字符串，包括回复内容和恢复时间）,12,YES,mediumtext,16777215,mediumtext
disease_data,dids_factor_info,1224,0.003433227539,0.000000000000,0.003906250000,info,因子内容json字符串,6,YES,mediumtext,16777215,mediumtext
case_data,cass_case_answer_treatment_method,1174,0.000228881836,0.000091552734,0.000000000000,tcm_info,中药药材信息,14,YES,text,65535,text
case_data,cass_case_answer_treatment_method,1174,0.000228881836,0.000091552734,0.000000000000,detail,详细说明,18,YES,text,65535,text
export,exps_task_log,932,0.000213623047,0.000061035156,0.000000000000,content,失败/成功信息,5,YES,text,65535,text
live_video,lvs_question,835,0.000244140625,0.000091552734,0.000000000000,question_content,问题内容,3,YES,text,65535,text
hosec,hosec_examination_result,819,0.006362915039,0.000289916992,0.003906250000,result,评估结果,6,YES,text,65535,text
research,project_report_management,693,0.007339477539,0.000045776367,0.003906250000,report_template_link,报告模板链接,11,YES,text,65535,text
research,project_report_management,693,0.007339477539,0.000045776367,0.003906250000,link,下载报告链接,13,YES,text,65535,text
research,project_report_management,693,0.007339477539,0.000045776367,0.003906250000,remark,"",14,YES,longtext,4294967295,longtext
cuss,issues,677,0.000137329102,0.000137329102,0.000000000000,content,内容,7,YES,text,65535,text
cuss,issues,677,0.000137329102,0.000137329102,0.000000000000,attachments,附件,8,YES,text,65535,text
inquiry,inquc_action_record,674,0.000137329102,0.000045776367,0.000000000000,comment,评论内容,8,YES,text,65535,text
message_data,mess_public_announcement,673,0.011245727539,0.000015258789,0.003906250000,announcement_content,公告内容,11,NO,text,65535,text
org_data,orgs_org_shapshot,617,0.001480102539,0.000015258789,0.003906250000,info,组织信息记录,4,YES,text,65535,text
hosec,hosec_hospital_apply_record,480,0.000152587891,0.000000000000,0.000000000000,belong_org,所属机构,9,YES,varchar,2048,varchar(2048)
hosec,hosec_hospital_apply_record,480,0.000152587891,0.000000000000,0.000000000000,reason,驳回原因,28,YES,mediumtext,16777215,mediumtext
content_data,cons_courseware,456,0.000137329102,0.000015258789,0.000000000000,introduction,课件简介,6,YES,longtext,4294967295,longtext
content_data,cons_courseware,456,0.000137329102,0.000015258789,0.000000000000,title_page,课件封面,7,YES,text,65535,text
content_data,cons_courseware,456,0.000137329102,0.000015258789,0.000000000000,attachment,课件附件,10,YES,text,65535,text
recommend,recs_rule,279,0.000076293945,0.000015258789,0.000000000000,info,规则信息,4,YES,json,,json
case_data,cass_case_history_medical_consult,265,0.000411987305,0.000015258789,0.003906250000,description,病情描述,10,YES,text,65535,text
case_data,cass_case_history_medical_consult,265,0.000411987305,0.000015258789,0.003906250000,doctor_answer,医生解答,11,YES,text,65535,text
case_data,cass_case_history_medical_consult,265,0.000411987305,0.000015258789,0.003906250000,mb_answer,MB解答,12,YES,text,65535,text
case_data,cass_case_history_medical_consult,265,0.000411987305,0.000015258789,0.003906250000,inspection_report,检查报告，多个逗号分割,13,YES,varchar,2048,varchar(2048)
case_data,cass_case_history_medical_consult,265,0.000411987305,0.000015258789,0.003906250000,other_report,其他资料，多个逗号分割,14,YES,varchar,2048,varchar(2048)
case_data,cass_case_history_medical_consult,265,0.000411987305,0.000015258789,0.003906250000,inpatient_record,住院病历，多个逗号分割,15,YES,varchar,2048,varchar(2048)
case_data,cass_case_history_medical_consult,265,0.000411987305,0.000015258789,0.003906250000,desensitize_img_mapping,原图和脱敏图的映射,27,YES,varchar,2048,varchar(2048)
case_data,cass_case_standard_other_inspection_item,250,0.000076293945,0.000015258789,0.000000000000,inspection_item,检查项,4,YES,text,65535,text
credit,credit_task,204,0.000076293945,0.000015258789,0.000000000000,task_detail,任务明细,5,NO,varchar,2000,varchar(2000)
content_data,cons_album,198,0.000122070313,0.000015258789,0.000000000000,title_page,专辑封面,6,YES,text,65535,text
content_data,cons_album,198,0.000122070313,0.000015258789,0.000000000000,introduction,专辑简介,7,YES,text,65535,text
content_data,cons_second_review,197,0.000076293945,0.000030517578,0.000000000000,content,评论内容,9,YES,text,65535,text
case_data,cass_case_medical_nurse_inspection_report,191,0.000076293945,0.000015258789,0.000000000000,img_des,报告描述,10,YES,text,65535,text
case_data,cass_case_medical_nurse_inspection_report,191,0.000076293945,0.000015258789,0.000000000000,ext,其余检查项，通过json存储,11,YES,text,65535,text
product_data,pros_movement_lib,180,0.000015258789,0.000015258789,0.000000000000,movement_desc,动作描述,9,YES,text,65535,text
product_data,pros_movement_lib,180,0.000015258789,0.000015258789,0.000000000000,precautions,注意事项,10,YES,text,65535,text
product_data,pros_movement_lib,180,0.000015258789,0.000015258789,0.000000000000,content,内容,12,YES,text,65535,text
case_data,cass_case_history_health_counseling,175,0.000061035156,0.000015258789,0.000000000000,counseling,健康咨询,10,YES,text,65535,text
case_data,cass_case_history_health_counseling,175,0.000061035156,0.000015258789,0.000000000000,assistance,需要医生提供的帮助,12,YES,text,65535,text
case_data,cass_case_history_health_counseling,175,0.000061035156,0.000015258789,0.000000000000,doctor_answer,医生解答,13,YES,text,65535,text
case_data,cass_case_history_health_counseling,175,0.000061035156,0.000015258789,0.000000000000,supplementary_content,补充内容,23,YES,text,65535,text
conference,cfes_conference_change_log,172,0.002456665039,0.000030517578,0.003906250000,old_value,旧数据,5,YES,text,65535,text
conference,cfes_conference_change_log,172,0.002456665039,0.000030517578,0.003906250000,new_value,新数据,6,YES,text,65535,text
user_data,uses_teacher_info,160,0.000091552734,0.000030517578,0.000000000000,introduce,个人简介,9,YES,text,65535,text
hosec,hosec_psychic_questionnaire_survey_question,143,0.000076293945,0.000000000000,0.000000000000,matched_questionnaire,匹配的问卷,6,YES,text,65535,text
confs_data,confs_dict,129,0.000061035156,0.000030517578,0.000000000000,value,配置值,4,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,symptoms,主诉,6,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,history_of_present_illness,现病史,7,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,past_history,既往史,8,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,personal_history,个人史,9,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,marriage_history,婚姻史,10,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,menstruation_childbearing_history,月经史，生育史,11,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,family_history,家族史,12,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,health_checkup,体格检查,13,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,auxiliary_examination,辅助检查,14,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,diagnose,诊断,17,YES,text,65535,text
case_data,cass_case_history_offline,110,0.000091552734,0.000015258789,0.000000000000,treatment_plan,诊疗计划,18,YES,text,65535,text
hosec,hosec_content_push_record,98,0.000045776367,0.000030517578,0.000000000000,content_codes,推送的内容codes，数组,5,YES,text,65535,text
hosec,hosec_content_push_record,98,0.000045776367,0.000030517578,0.000000000000,description,说明,6,YES,text,65535,text
meta_data,mets_medical_subject,95,0.000167846680,0.000030517578,0.000000000000,desc,学科描述,6,YES,varchar,4096,varchar(4096)
org_data,orgs_academication_team_info,95,0.000045776367,0.000030517578,0.000000000000,service_project_json,服务项目json信息,13,YES,text,65535,text
org_data,orgs_academication_team_info,95,0.000045776367,0.000030517578,0.000000000000,expert_roles,领衔专家角色,14,YES,varchar,2048,varchar(2048)
org_data,orgs_re_education_base_info,93,0.000183105469,0.000015258789,0.000000000000,online_follow_up,在线复诊,17,YES,text,65535,text
org_data,orgs_re_education_base_info,93,0.000183105469,0.000015258789,0.000000000000,reservation_medical_examination,健康咨询,18,YES,text,65535,text
org_data,orgs_re_education_base_info,93,0.000183105469,0.000015258789,0.000000000000,registration_consultation,挂号咨询,19,YES,text,65535,text
content,cons_ad_rule,88,0.000061035156,0.000000000000,0.000000000000,provinces,投放省份（字符串json数组）,4,YES,text,65535,text
content,cons_ad_rule,88,0.000061035156,0.000000000000,0.000000000000,subjects,投放学科（字符串json数组）,5,YES,text,65535,text
hosec,hosec_record_snapshot,86,0.000015258789,0.000000000000,0.000000000000,reason,原因描述,5,YES,text,65535,text
case_data,cass_case_history_medical_consult_mb_answer,83,0.000152587891,0.000030517578,0.000000000000,treat_principle,治疗原则,8,YES,text,65535,text
case_data,cass_case_history_medical_consult_mb_answer,83,0.000152587891,0.000030517578,0.000000000000,auxiliary_inspect,辅助检查,9,YES,text,65535,text
case_data,cass_case_history_medical_consult_mb_answer,83,0.000152587891,0.000030517578,0.000000000000,disease_science,疾病科普,10,YES,text,65535,text
case_data,cass_case_history_medical_consult_mb_answer,83,0.000152587891,0.000030517578,0.000000000000,attention,注意事项,11,YES,text,65535,text
auth,auts_role,73,0.000015258789,0.000015258789,0.000000000000,remark,备注,12,YES,varchar,2000,varchar(2000)
shop,shop_sku,73,0.000091552734,0.000000000000,0.000000000000,sku_detail_image_url,详情图片地址(后因产品需求改为文本),6,YES,text,65535,text
content,re_education_base,68,0.001480102539,0.000015258789,0.002929687500,content,"",4,NO,mediumtext,16777215,mediumtext
content_data,cons_clinical_guidelines,66,0.000091552734,0.000015258789,0.000000000000,content,正文,7,YES,text,65535,text
research,sample_template_report_template,65,0.000045776367,0.000015258789,0.000000000000,template_url,模板url,4,YES,text,65535,text
content_data,cons_treaty,58,0.001480102539,0.000015258789,0.003906250000,content,协议正文,5,YES,longtext,4294967295,longtext
message_data,mess_template,58,0.000045776367,0.000030517578,0.000000000000,content,内容,13,NO,text,65535,text
case_data,cass_case_append,56,0.000045776367,0.000015258789,0.000000000000,info,病情信息描述,4,YES,text,65535,text
case_data,cass_case_append,56,0.000045776367,0.000015258789,0.000000000000,report,检查报告,5,YES,text,65535,text
case_data,cass_case_append,56,0.000045776367,0.000015258789,0.000000000000,report_info,检查报告说明,6,YES,text,65535,text
cuss,frequently_asked_question,50,0.004409790039,0.000015258789,0.004882812500,content,内容,7,YES,mediumtext,16777215,mediumtext
cuss,frequently_asked_question,50,0.004409790039,0.000015258789,0.004882812500,reply,回复内容,11,YES,mediumtext,16777215,mediumtext
user_data,uses_oka_user_info,43,0.000015258789,0.000000000000,0.000000000000,info,用户信息json字符串,5,YES,mediumtext,16777215,mediumtext
recommend,recs_theme,31,0.000015258789,0.000015258789,0.000000000000,info,主题信息,5,YES,json,,json
org_data,orgs_work_direction,29,0.000015258789,0.000015258789,0.000000000000,role_code,角色编码,5,YES,text,65535,text
org_data,orgs_contract_plan,26,0.000015258789,0.000015258789,0.000000000000,attachment,合同附件,9,YES,text,65535,text
case_data,cass_case_pharmacy_treatment_method,23,0.000015258789,0.000015258789,0.000000000000,detail,详细说明,14,YES,text,65535,text
case_data,cass_case_pharmacy_treatment_method,23,0.000015258789,0.000015258789,0.000000000000,tcm_info,中药药材信息,24,YES,text,65535,text
cuss,resource_complaint_record,18,0.000015258789,0.000030517578,0.000000000000,complaint_content,举报内容,7,YES,text,65535,text
research,feedback_form,18,0.000015258789,0.000015258789,0.000000000000,feedback,"",4,YES,text,65535,text
case_data,cass_case_pharmacy,15,0.000015258789,0.000015258789,0.000000000000,symptom,症状及描述信息，包含编码，名称和描述,17,YES,text,65535,text
case_data,cass_case_health_management,12,0.000015258789,0.000015258789,0.000000000000,dietary_advice,膳食建议,27,YES,text,65535,text
case_data,cass_case_health_management,12,0.000015258789,0.000015258789,0.000000000000,exercise_advice,身体活动建议,28,YES,text,65535,text
case_data,cass_case_health_management,12,0.000015258789,0.000015258789,0.000000000000,other_advice,其他建议,29,YES,text,65535,text
case_data,cass_case_health_management,12,0.000015258789,0.000015258789,0.000000000000,doubt,疑点问题，多个问题使用逗号隔开,30,YES,text,65535,text
content,cons_ad,12,0.000015258789,0.000015258789,0.000000000000,subject,投放指定学科,10,YES,text,65535,text
content,cons_ad,12,0.000015258789,0.000015258789,0.000000000000,material_content,素材内容：图片url/视频code,12,YES,text,65535,text
content,cons_ad,12,0.000015258789,0.000015258789,0.000000000000,jump_content,跳转内容：链接/图文,14,YES,text,65535,text
case_data,cass_case_traditional_medicine_clinical_practice,11,0.000015258789,0.000015258789,0.000000000000,traditional_medicine_diagnosis,中医诊断，多个疾病以逗号隔开,15,YES,text,65535,text
case_data,cass_case_pharmacy_inspection_report,9,0.000015258789,0.000015258789,0.000000000000,img_des,报告描述,10,YES,text,65535,text
case_data,cass_case_pharmacy_inspection_report,9,0.000015258789,0.000015258789,0.000000000000,ext,其余检查项，通过json存储,11,YES,text,65535,text
case_data,cass_case_traditional_medicine_inspection_result,9,0.000015258789,0.000015258789,0.000000000000,desc,报告描述,6,YES,text,65535,text
org_data,orgs_dept_shapshot,9,0.000015258789,0.000000000000,0.000000000000,info,部门信息记录,3,YES,text,65535,text
disease_data,dids_factor_project_template,6,0.000015258789,0.000000000000,0.000000000000,reason,退回原因,17,YES,text,65535,text
case_data,cass_case_mb_answer_accepted,5,0.000015258789,0.000015258789,0.000000000000,info,治疗信息,4,YES,text,65535,text
message_data,mess_push,5,0.000015258789,0.000030517578,0.000000000000,content,正文内容,13,YES,text,65535,text
message_data,mess_push,5,0.000015258789,0.000030517578,0.000000000000,target_json,目标人群json,17,YES,text,65535,text
message_data,mess_push,5,0.000015258789,0.000030517578,0.000000000000,remark,备注,18,YES,text,65535,text
case_data,cass_case_traditional_medicine_treatment_method,4,0.000015258789,0.000015258789,0.000000000000,detail,详细说明,14,YES,text,65535,text
case_data,cass_case_traditional_medicine_treatment_method,4,0.000015258789,0.000015258789,0.000000000000,tcm_info,中药药材信息,24,YES,text,65535,text
digitalize_exam,diexc_service_info,4,0.000015258789,0.000015258789,0.000000000000,infos, 配置信息,4,NO,text,65535,text
content,cons_component,1,0.000015258789,0.000015258789,0.000000000000,component_config,组件配置,4,YES,text,65535,text
auth,auts_account_data_auth_point_scope,0,0.000015258789,0.000015258789,0.000000000000,scope,权限范围,3,YES,json,,json
auth,auts_data_auth_point_scope,0,0.000015258789,0.000015258789,0.000000000000,scope,维度,4,NO,json,,json
case_data,cass_case_additional_content,0,0.000015258789,0.000015258789,0.000000000000,info,病情信息描述,4,YES,text,65535,text
case_data,cass_case_additional_content,0,0.000015258789,0.000015258789,0.000000000000,report_info,报告补充说明,6,YES,text,65535,text
case_data,cass_case_history_extend,0,0.000015258789,0.000015258789,0.000000000000,description,病情描述,4,YES,text,65535,text
case_data,cass_case_history_extend,0,0.000015258789,0.000015258789,0.000000000000,sup_description,补充描述,6,YES,text,65535,text
case_data,cass_case_history_info,0,0.000015258789,0.000015258789,0.000000000000,value,字段值,5,YES,text,65535,text
case_data,cass_case_history_online_follow,0,0.000015258789,0.000015258789,0.000000000000,doctor_answer,医生解答,14,YES,text,65535,text
case_data,cass_case_info,0,0.000015258789,0.000015258789,0.000000000000,value,字段值,5,YES,text,65535,text
case_data,cass_case_inspection_report,0,0.000015258789,0.000015258789,0.000000000000,report_description,报告描述,6,YES,text,65535,text
case_data,cass_case_inspection_report,0,0.000015258789,0.000015258789,0.000000000000,ext,其余检查项，通过json存储,7,YES,text,65535,text
case_data,cass_case_inspection_result,0,0.000015258789,0.000015258789,0.000000000000,report_description,报告描述,6,YES,text,65535,text
case_data,cass_case_treatment_records,0,0.000015258789,0.000015258789,0.000000000000,description,详细说明,11,YES,text,65535,text
case_data,cass_case_western_medicine_inspection_result,0,0.000015258789,0.000015258789,0.000000000000,desc,报告描述,6,YES,text,65535,text
city_health_data_docking,chdds_interface_log,0,0.000015258789,0.000000000000,0.000000000000,request_data,接口调用请求体,2,YES,mediumtext,16777215,mediumtext
city_health_data_docking,chdds_interface_log,0,0.000015258789,0.000000000000,0.000000000000,response_data,平台接口返回体,3,YES,text,65535,text
city_health_data_docking,city_log,0,0.000015258789,0.000000000000,0.000000000000,request_body,请求参数,3,YES,text,65535,text
conference,cfes_participant_with_login_log,0,0.000015258789,0.000030517578,0.000000000000,extend_infos,扩展报名信息,8,YES,text,65535,text
content,cons_delivery_records,0,0.000015258789,0.000000000000,0.000000000000,cv_file,简历附件(【obj_key: 文件名】集合),11,YES,text,65535,text
content,cons_recruit_job,0,0.000015258789,0.000000000000,0.000000000000,job_duty,岗位职责,10,NO,text,65535,text
content,cons_recruit_job,0,0.000015258789,0.000000000000,0.000000000000,job_demand,岗位要求,11,NO,text,65535,text
content_data,cons_announcement,0,0.000015258789,0.000015258789,0.000000000000,content,公告正文,5,YES,text,65535,text
content_data,cons_article,0,0.000015258789,0.000015258789,0.000000000000,content,正文,9,YES,text,65535,text
digitalize_exam,diexc_novel_coronavirus_result,0,0.000015258789,0.000015258789,0.000000000000,suggestion,建议,10,YES,text,65535,text
digitalize_exam,diexc_tumor_screening_result,0,0.000015258789,0.000015258789,0.000000000000,suggestion,建议,10,YES,text,65535,text
disease_data,dids_disease_acupuncture_dialectical_cure,0,0.000015258789,0.000015258789,0.000000000000,dialectical_point,论证要点 ,5,YES,text,65535,text
disease_data,dids_disease_acupuncture_dialectical_cure,0,0.000015258789,0.000015258789,0.000000000000,treatment,治疗方案,6,YES,text,65535,text
disease_data,dids_disease_acupuncture_factor_info,0,0.000015258789,0.000015258789,0.000000000000,western_diagnose,西医诊断,4,YES,text,65535,text
disease_data,dids_disease_acupuncture_factor_info,0,0.000015258789,0.000015258789,0.000000000000,base_rule,法则,5,YES,text,65535,text
disease_data,dids_disease_acupuncture_factor_info,0,0.000015258789,0.000015258789,0.000000000000,recipe_principle,处方原则,6,YES,text,65535,text
disease_data,dids_disease_acupuncture_factor_info,0,0.000015258789,0.000015258789,0.000000000000,differential_diagnosis,鉴别诊断,7,YES,text,65535,text
disease_data,dids_disease_acupuncture_factor_info,0,0.000015258789,0.000015258789,0.000000000000,clinical_feature,临床表现,8,YES,text,65535,text
disease_data,dids_disease_acupuncture_factor_info,0,0.000015258789,0.000015258789,0.000000000000,prevention,预防,9,YES,text,65535,text
disease_data,dids_disease_acupuncture_factor_info,0,0.000015258789,0.000015258789,0.000000000000,regulate,调理,10,YES,text,65535,text
disease_data,dids_disease_acupuncture_replenish,0,0.000015258789,0.000015258789,0.000000000000,minor_acupoint,配穴,4,YES,text,65535,text
disease_data,dids_disease_acupuncture_replenish,0,0.000015258789,0.000015258789,0.000000000000,operate_description,操作,5,YES,text,65535,text
disease_data,dids_disease_anesthetic_material,0,0.000015258789,0.000015258789,0.000000000000,remark,备注信息,6,YES,text,65535,text
disease_data,dids_disease_chinese_medical_acupuncture_recipe,0,0.000015258789,0.000015258789,0.000000000000,acupoint_code,穴位信息,4,YES,text,65535,text
disease_data,dids_disease_chinese_medical_acupuncture_recipe,0,0.000015258789,0.000015258789,0.000000000000,body_parts,身体部位,5,YES,text,65535,text
disease_data,dids_disease_chinese_medical_acupuncture_recipe,0,0.000015258789,0.000015258789,0.000000000000,operate_introduction,操作手法,6,YES,text,65535,text
disease_data,dids_disease_chinese_medical_acupuncture_recipe,0,0.000015258789,0.000015258789,0.000000000000,stimulus_params,刺激参数,7,YES,text,65535,text
disease_data,dids_disease_chinese_medical_bleeding_recipe,0,0.000015258789,0.000015258789,0.000000000000,operate_introduction,操作手法,4,YES,text,65535,text
disease_data,dids_disease_chinese_medical_cauterize_recipe,0,0.000015258789,0.000015258789,0.000000000000,acupoint_code,穴位信息,4,YES,text,65535,text
disease_data,dids_disease_chinese_medical_cauterize_recipe,0,0.000015258789,0.000015258789,0.000000000000,body_parts,身体部位,5,YES,text,65535,text
disease_data,dids_disease_chinese_medical_cauterize_recipe,0,0.000015258789,0.000015258789,0.000000000000,operate_introduction,操作手法,6,YES,text,65535,text
disease_data,dids_disease_chinese_medical_cupping_recipe,0,0.000015258789,0.000015258789,0.000000000000,operate_introduction,操作手法,4,YES,text,65535,text
disease_data,dids_disease_chinese_medical_drug_piece_recipe,0,0.000015258789,0.000015258789,0.000000000000,recipe_detail,处方详情 名称drugName、药品code druCode、用量dosage、单位unit,5,YES,text,65535,text
disease_data,dids_disease_chinese_medical_drug_piece_recipe,0,0.000015258789,0.000015258789,0.000000000000,additional_recipe_detail,附加方规则组,6,YES,text,65535,text
disease_data,dids_disease_chinese_medical_drug_piece_recipe,0,0.000015258789,0.000015258789,0.000000000000,take_introduction,服用说明,8,YES,text,65535,text
disease_data,dids_disease_chinese_medical_ear_rub_recipe,0,0.000015258789,0.000015258789,0.000000000000,operate_introduction,操作手法,4,YES,text,65535,text
disease_data,dids_disease_chinese_medical_enema_recipe,0,0.000015258789,0.000015258789,0.000000000000,operate_introduction,操作手法,4,YES,text,65535,text
disease_data,dids_disease_chinese_medical_external_applying_recipe,0,0.000015258789,0.000015258789,0.000000000000,acupoint_code,穴位信息,4,YES,text,65535,text
disease_data,dids_disease_chinese_medical_external_applying_recipe,0,0.000015258789,0.000015258789,0.000000000000,body_parts,身体部位,5,YES,text,65535,text
disease_data,dids_disease_chinese_medical_external_applying_recipe,0,0.000015258789,0.000015258789,0.000000000000,operate_introduction,操作手法,6,YES,text,65535,text
disease_data,dids_disease_chinese_medical_factor_info,0,0.000015258789,0.000015258789,0.000000000000,definition,定义,4,YES,text,65535,text
disease_data,dids_disease_chinese_medical_factor_info,0,0.000015258789,0.000015258789,0.000000000000,diagnose_key_point,诊断要点,5,YES,text,65535,text
disease_data,dids_disease_chinese_medical_factor_info,0,0.000015258789,0.000015258789,0.000000000000,physic_check_result,理化检查结果,6,YES,text,65535,text
disease_data,dids_disease_chinese_medical_factor_info,0,0.000015258789,0.000015258789,0.000000000000,differential_diagnose,鉴别诊断,7,YES,text,65535,text
disease_data,dids_disease_chinese_medical_factor_info,0,0.000015258789,0.000015258789,0.000000000000,prevention,预防,8,YES,text,65535,text
disease_data,dids_disease_chinese_medical_factor_info,0,0.000015258789,0.000015258789,0.000000000000,regulate,调理,9,YES,text,65535,text
